column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
BMXHT,Standing Height (cm),BMX_L,Body Measures,Examination,Standing Height (cm),Standing Height (cm),"Both males and females 2 YEARS -
			150 YEARS",continuous,79.1,200.7,{},{},,
BMXLEG,Upper Leg Length (cm),BMX_L,Body Measures,Examination,Upper Leg Length (cm),Upper Leg Length (cm),"Both males and females 8 YEARS -
			150 YEARS",continuous,24.9,51.6,{},{},,
BMXRECUM,Recumbent Length (cm),BMX_L,Body Measures,Examination,Recumbent Length (cm),Recumbent Length (cm),"Both males and females 0 MONTHS -
			47 MONTHS",continuous,48.5,118.8,{},{},,
BMXWAIST,Waist Circumference (cm),BMX_L,Body Measures,Examination,Waist Circumference (cm),Waist Circumference (cm),"Both males and females 2 YEARS -
			150 YEARS",continuous,39.8,187.0,{},{},,
BMXWT,Weight (kg),BMX_L,Body Measures,Examination,Weight (kg),Weight (kg),"Both males and females 0 YEARS -
			150 YEARS",continuous,2.7,248.2,{},{},,
BPAOARM,Arm selected - oscillometric,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Arm selected - oscillometric,Arm selected - oscillometric,"Both males and females 8 YEARS -
			150 YEARS",ordinal,,,{},"{""L"": ""Left"", ""R"": ""Right"", ""< blank >"": ""Missing""}",,
BPAOCSZ,Mid arm circumference (cm) cuffing parameters - oscillometric,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Coded cuff size - oscillometric,Mid arm circumference (cm) cuffing parameters - oscillometric,"Both males and females 8 YEARS -
			150 YEARS",ordinal,2.0,5.0,{},"{""2"": ""17-21.9 (bladder size = 9.20 x 16.68 cm)"", ""3"": ""22-31.9 (bladder size = 12.49 x 23.52 cm)"", ""4"": ""32-41.9 (bladder size = 14.98 x 31.19 cm)"", ""5"": ""42-50 (bladder size = 17.98 x 37.89 cm)""}",,
BPXODI1,Diastolic - 1st oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Diastolic - 1st oscillometric reading,Diastolic - 1st oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,33.0,142.0,{},{},,
BPXODI2,Diastolic - 2nd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Diastolic - 2nd oscillometric reading,Diastolic - 2nd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,32.0,139.0,{},{},,
BPXODI3,Diastolic - 3rd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Diastolic - 3rd oscillometric reading,Diastolic - 3rd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,24.0,136.0,{},{},,
BPXOPLS1,Pulse - 1st oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Pulse - 1st oscillometric reading,Pulse - 1st oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,35.0,158.0,{},{},,
BPXOPLS2,Pulse - 2nd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Pulse - 2nd oscillometric reading,Pulse - 2nd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,32.0,141.0,{},{},,
BPXOPLS3,Pulse - 3rd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Pulse - 3rd oscillometric reading,Pulse - 3rd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,31.0,154.0,{},{},,
BPXOSY1,Systolic - 1st oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Systolic - 1st oscillometric reading,Systolic - 1st oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,61.0,232.0,{},{},,
BPXOSY2,Systolic - 2nd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Systolic - 2nd oscillometric reading,Systolic - 2nd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,59.0,233.0,{},{},,
BPXOSY3,Systolic - 3rd oscillometric reading,BPXO_L,Blood Pressure - Oscillometric Measurements,Examination,Systolic - 3rd oscillometric reading,Systolic - 3rd oscillometric reading,"Both males and females 8 YEARS -
			150 YEARS",continuous,50.0,232.0,{},{},,
LUANMTGP,Total number of measures attempted (using final wand).,LUX_L,Liver Ultrasound Transient Elastography,Examination,Count:measures attempted with final wand,Total number of measures attempted (using final wand).,"Both males and females 12 YEARS -
			150 YEARS",ordinal,0.0,30.0,"{""0"": ""Not done""}","{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7"", ""8"": ""8"", ""9"": ""9"", ""10"": ""10"", ""11"": ""11"", ""12"": ""12"", ""13"": ""13"", ""14"": ""14"", ""15"": ""15"", ""16"": ""16"", ""17"": ""17"", ""18"": ""18"", ""19"": ""19"", ""20"": ""20-29"", ""30"": ""30 or more""}",,"Non-data code(s) [0=Not done] moved to sentinel_values: status code indicating exam not attempted, treat as NaN."
LUANMVGP,Total number of complete measures retained (using final wand).,LUX_L,Liver Ultrasound Transient Elastography,Examination,Count:complete measures from final wand,Total number of complete measures retained (using final wand).,"Both males and females 12 YEARS -
			150 YEARS",ordinal,0.0,30.0,{},"{""0"": ""0"", ""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7"", ""8"": ""8"", ""9"": ""9"", ""10"": ""10"", ""11"": ""11"", ""12"": ""12"", ""13"": ""13"", ""14"": ""14"", ""15"": ""15"", ""16"": ""16"", ""17"": ""17"", ""18"": ""18"", ""19"": ""19"", ""20"": ""20 to 29"", ""30"": ""30 or more""}",,
LUAPNME,Exam wand type.,LUX_L,Liver Ultrasound Transient Elastography,Examination,Exam wand type,Exam wand type.,"Both males and females 12 YEARS -
			150 YEARS",ordinal,,,{},"{""M"": ""M"", ""XL"": ""XL"", ""< blank >"": ""Missing""}",,
LUARXIN,Reason ineligible.,LUX_L,Liver Ultrasound Transient Elastography,Examination,Reason ineligible,Reason ineligible.,"Both males and females 12 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Pregnant/ Unable to get urine to test for pregnancy"", ""2"": ""Other (e.g. insulin pump or other implantable electronic device)""}",,
LUARXNC,Reason for partial exam.,LUX_L,Liver Ultrasound Transient Elastography,Examination,Reason for partial exam,Reason for partial exam.,"Both males and females 12 YEARS -
			150 YEARS",ordinal,1.0,3.0,{},"{""1"": ""Fasting < 3hrs"", ""2"": ""Unable to obtain 10 valid measures"", ""3"": ""IQR/M >30%""}",,
LUARXND,Reason exam not done.,LUX_L,Liver Ultrasound Transient Elastography,Examination,Reason exam not done,Reason exam not done.,"Both males and females 12 YEARS -
			150 YEARS",categorical,1.0,3.0,"{""3"": ""Other (e.g. physical or technical limitations )""}","{""1"": ""Participant refusal"", ""2"": ""Limited time""}",,Reclassified from ordinal to categorical: exam status/reason codes have no meaningful numeric order. Non-data code(s) [3=Other (e.g. physical or technical limitations )] moved to sentinel_values.
LUAXSTAT,Elastography exam status.,LUX_L,Liver Ultrasound Transient Elastography,Examination,Elastography exam status,Elastography exam status.,"Both males and females 12 YEARS -
			150 YEARS",categorical,1.0,4.0,"{""2"": ""Partial"", ""4"": ""Not done""}","{""1"": ""Complete"", ""3"": ""Ineligible""}",,Reclassified from ordinal to categorical: exam status/reason codes have no meaningful numeric order. Non-data code(s) [2=Partial; 4=Not done] moved to sentinel_values.
LUXCAPM,"Median controlled attenuated parameter (CAP). This indicator is presented as a whole number (e.g., XXX), and the units for this measure are decibels per meter (dB/m).",LUX_L,Liver Ultrasound Transient Elastography,Examination,"Median CAP, decibels per meter (dB/m)","Median controlled attenuated parameter (CAP). This indicator is presented as a whole number (e.g., XXX), and the units for this measure are decibels per meter (dB/m).","Both males and females 12 YEARS -
			150 YEARS",continuous,100.0,400.0,{},{},,
LUXCPIQR,"Controlled attenuated parameter (CAP) interquartile range (IQRc) of final CAP measures. This indicator is presented as a whole number (e.g., XX).",LUX_L,Liver Ultrasound Transient Elastography,Examination,CAP interquartile range (IQRc),"Controlled attenuated parameter (CAP) interquartile range (IQRc) of final CAP measures. This indicator is presented as a whole number (e.g., XX).","Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,208.0,{},{},,
LUXSIQR,"Stiffness (E) interquartile range (IQRe) of final stiffness measures. This indicator is presented with one digit to the right of the decimal (e.g., XX.X).",LUX_L,Liver Ultrasound Transient Elastography,Examination,Stiffness E interquartile range (IQRe),"Stiffness (E) interquartile range (IQRe) of final stiffness measures. This indicator is presented with one digit to the right of the decimal (e.g., XX.X).","Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,72.8,{},{},,
LUXSIQRM,"Ratio of the stiffness IQRe / median E stiffness value. This indicator is presented as a percent with one digit to the right of the decimal (e.g., XX.X%).",LUX_L,Liver Ultrasound Transient Elastography,Examination,Ratio: Stiffness IQRe / median E,"Ratio of the stiffness IQRe / median E stiffness value. This indicator is presented as a percent with one digit to the right of the decimal (e.g., XX.X%).","Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,1720.7,{},{},,
LUXSMED,"Median liver stiffness (E). This indicator is presented with one digit to the right of the decimal ratio (e.g. XX.X), and the units for this measure are kilopascals (kPa).",LUX_L,Liver Ultrasound Transient Elastography,Examination,"Median stiffness (E), kilopascals (kPa)","Median liver stiffness (E). This indicator is presented with one digit to the right of the decimal ratio (e.g. XX.X), and the units for this measure are kilopascals (kPa).","Both males and females 12 YEARS -
			150 YEARS",continuous,1.5,75.0,{},{},,
LBD17HLC,17α-hydroxyprogesterone Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,17Î±-hydroxyprogesterone Comment Code,17Î±-hydroxyprogesterone Comment Code,"Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBD17HSI,17α-hydroxyprogesterone (nmol/L),TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,17Î±-hydroxyprogesterone (nmol/L),17Î±-hydroxyprogesterone (nmol/L),"Both males and females 3 YEARS -
			150 YEARS",continuous,0.00879,55.8,{},{},,
LBD2DFLC,"Blood 2,5-Dimethylfuran Comment Code",VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,"Blood 2,5-Dimethylfuran Comment Code","Blood 2,5-Dimethylfuran Comment Code","Both males and females 12 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above detection limit"", ""1"": ""Below lower detection limit""}",,
LBDAMHLC,Anti-Mullerian hormone Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Anti-Mullerian hormone Comment Code,Anti-Mullerian hormone Comment Code,"Both males and females 6 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDAMHSI,Anti-Mullerian hormone (pmol/L),TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Anti-Mullerian hormone (pmol/L),Anti-Mullerian hormone (pmol/L),"Both males and females 6 YEARS -
			150 YEARS",continuous,0.14,327.87,{},{},,
LBDANDLC,Androstenedione Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Androstenedione Comment Code,Androstenedione Comment Code,"Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDANDSI,Androstenedione (nmol/L),TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Androstenedione (nmol/L),Androstenedione (nmol/L),"Both males and females 3 YEARS -
			150 YEARS",continuous,0.0202,26.3,{},{},,
LBDBANO,Basophils number (1000 cells/uL),CBC_L,Complete Blood Count with 5-Part Differential in Whole Blood,Laboratory,Basophils number (1000 cells/uL),Basophils number (1000 cells/uL),"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,0.3,{},{},,
LBDBCDLC,Blood cadmium comment code,PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood cadmium comment code,Blood cadmium comment code,"Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBCDSI,Blood cadmium (nmol/L),PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood cadmium (nmol/L),Blood cadmium (nmol/L),"Both males and females 1 YEARS -
			150 YEARS",continuous,0.409,74.548,{},{},,
LBDBGELC,"Mercury, ethyl comment code",IHGEM_L,"Mercury:  Inorganic, Ethyl, and Methyl - Blood",Laboratory,"Mercury, ethyl comment code","Mercury, ethyl comment code","Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBGESI,"Mercury, ethyl (nmol/L)",IHGEM_L,"Mercury:  Inorganic, Ethyl, and Methyl - Blood",Laboratory,"Mercury, ethyl (nmol/L)","Mercury, ethyl (nmol/L)","Both males and females 1 YEARS -
			150 YEARS",continuous,0.25,1.25,{},{},,
LBDBGMLC,"Mercury, methyl comment code",IHGEM_L,"Mercury:  Inorganic, Ethyl, and Methyl - Blood",Laboratory,"Mercury, methyl comment code","Mercury, methyl comment code","Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBGMSI,"Mercury, methyl (nmol/L)",IHGEM_L,"Mercury:  Inorganic, Ethyl, and Methyl - Blood",Laboratory,"Mercury, methyl (nmol/L)","Mercury, methyl (nmol/L)","Both males and females 1 YEARS -
			150 YEARS",continuous,0.9,180.14,{},{},,
LBDBMNLC,Blood manganese comment code,PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood manganese comment code,Blood manganese comment code,"Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBMNSI,Blood manganese (nmol/L),PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood manganese (nmol/L),Blood manganese (nmol/L),"Both males and females 1 YEARS -
			150 YEARS",continuous,45.14,1149.82,{},{},,
LBDBPBLC,Blood lead comment code,PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood lead comment code,Blood lead comment code,"Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBPBSI,Blood lead (umol/L),PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood lead (umol/L),Blood lead (umol/L),"Both males and females 1 YEARS -
			150 YEARS",continuous,0.004,2.322,{},{},,
LBDBSELC,Blood selenium comment code,PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood selenium comment code,Blood selenium comment code,"Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDBSESI,Blood selenium (umol/L),PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood",Laboratory,Blood selenium (umol/L),Blood selenium (umol/L),"Both males and females 1 YEARS -
			150 YEARS",continuous,1.09,11.02,{},{},,
LBDDHELC,Dehydroepiandrosterone sulfate Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,DHEAS Comment Code,Dehydroepiandrosterone sulfate Comment Code,"Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDDHESI,Dehydroepiandrosterone sulfate (µmol/L),TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,DHEAS (µmol/L),Dehydroepiandrosterone sulfate (µmol/L),"Both males and females 3 YEARS -
			150 YEARS",continuous,0.00423,16.3,{},{},,
LBDEONO,Eosinophils number (1000 cells/uL),CBC_L,Complete Blood Count with 5-Part Differential in Whole Blood,Laboratory,Eosinophils number (1000 cells/uL),Eosinophils number (1000 cells/uL),"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,6.0,{},{},,
LBDES1LC,Estrone Sulfate Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Estrone Sulfate Comment Code,Estrone Sulfate Comment Code,"Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
LBDES1SI,Estrone Sulfate (pmol/L),TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Estrone Sulfate (pmol/L),Estrone Sulfate (pmol/L),"Both males and females 3 YEARS -
			150 YEARS",continuous,3.93,69300.0,{},{},,
LBDESOLC,Estrone Comment Code,TST_L,Sex Steroid Hormone Panel - Serum,Laboratory,Estrone Comment Code,Estrone Comment Code,"Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
